Item #,Download date,Download cancelled,Media type,Downloaded by,Subscription,Account overage,Title,Caption,Contributor,Source,File size,Project code,Download notes,Duplicate downloads
135538167,2020-04-08T06:06:26.5844214,,Photos,klippekort gyldendal,Klippekort,,Volunteers planting a tree together,"",DigitalVision,Digital Vision,5122 x 3415 px (43.37 x 28.91 cm) - 300 dpi - RGB,,SKILLS HO (C.E),
134643699,2020-04-08T06:06:26.5811384,,Photos,klippekort gyldendal,Klippekort,,"Taj Mahal, India","INDIA - MARCH 06:  The Taj Mahal mausoleum southern view with reflecting pool and cypress trees, Uttar Pradesh, India  (Photo by Tim Graham/Getty Images)",Getty Images News,Getty Images Europe,5201 x 3461 px - RGB,,SKILLS HO (C.E),
862126410,2020-04-08T06:06:26.5778939,,Photos,klippekort gyldendal,Klippekort,,"""The Daily Show"" Undesked Chicago 2017: Let's Do This Before It Gets Too Damn Cold","CHICAGO, IL - OCTOBER 16:  Trevor Noah on The Daily Show Undesked Chicago 2017: Lets Do This Before It Gets Too Damn Cold  Comedy Centrals The Daily Show with Trevor Noah taping Monday, October 16 through Thursday, October 19 from Chicagos The Athenaeum Theatre and airing nightly at 11:00 p.m. ET/PT, 10:00 p.m. CT on October 16, 2017 in Chicago, Illinois.  (Photo by Jeff Schear/Getty Images for Comedy Central)",Getty Images Entertainment,Getty Images North America,3000 x 2052 px (25.40 x 17.37 cm) - 300 dpi - RGB,,SKILLS HO (C.E),
187891527,2020-04-08T06:06:26.574021,,Photos,klippekort gyldendal,Klippekort,,Hindu Wedding blessings,Gujarati Hindu Indian wedding with the happy couple making a blessing by pouring flowers out of their hands,Moment,Moment RF,3888 x 2592 px (32.92 x 21.95 cm) - 300 dpi - RGB,,SKILLS HO (C.E),
1198068220,2020-04-08T06:06:26.570701,,Photos,klippekort gyldendal,Klippekort,,Border Wall,"SAN DIEGO, CA - AUGUST 22:
A border patrol agent patrols along a construction site for the secondary border fence which follows the length of the primary border fence that separates the United States and Mexico in the San Diego Sector on August 22, 2019 in San Diego, CA. 
 (Photo by Carolyn Van Houten/The Washington Post via Getty Images)",The Washington Post,The Washington Post,4766 x 3177 px (40.35 x 26.90 cm) - 300 dpi - RGB,,SKILLS HO (C.E),
1155660572,2020-04-08T06:06:26.5672923,,Illustrations,klippekort gyldendal,Klippekort,,concept image of a woman standing in a snow globe,concept image of a woman standing in a snow globe,Collection Mix: Subjects,Collection Mix Subjects RF,3980 x 4437 px (33.70 x 37.57 cm) - 300 dpi - RGB,,SKILLS HO (C.E),
145565782,2020-04-08T06:06:26.5623502,,Photos,klippekort gyldendal,Klippekort,,Young people sitting and stading on a bench,Young people sitting and lying on each other on a red bench.,DigitalVision,Digital Vision,4843 x 3678 px (41.00 x 31.14 cm) - 300 dpi - RGB,,SKILLS HO (C.E),
951520546,2020-04-08T06:06:26.5545781,,Photos,klippekort gyldendal,Klippekort,,Stressed out family having breakfast in the kitchen,"",Westend61,Westend61,5616 x 3744 px (47.55 x 31.70 cm) - 300 dpi - RGB,,SKILLS HO (C.E),
523779892,2020-04-02T08:50:42.8367422,,Photos,klippekort gyldendal,Klippekort,,Dinosaur Tracks in the Desert,"",The Image Bank,The Image Bank RF,3333 x 4966 px (28.22 x 42.05 cm) - 300 dpi - RGB,,Salto 2A eb KAH,
1149419679,2020-03-30T23:14:54.9071525,,Photos,klippekort gyldendal,Klippekort,,Researchers Study Arctic Ice,"UTQIAVIK, AK - APRIL 9: Byron Blomquist cuts an ice core in Utqiavik, AK on April 9, 2019. Blomquist was among a group gathered to prepare for the upcoming year-long MOSAIC expedition that will collect data on Arctic climate and ecosystems. (Photo by Bonnie Jo Mount/The Washington Post via Getty Images)",The Washington Post,The Washington Post,5061 x 3388 px (42.85 x 28.69 cm) - 300 dpi - RGB,,Senit YF HO (C.E),
530020293,2020-03-30T23:14:54.9024946,,Photos,klippekort gyldendal,Klippekort,,Six planted rubber boots outside house,"",Cultura,Cultura RF,3867 x 5800 px (32.74 x 49.11 cm) - 300 dpi - RGB,,Senit YF HO (C.E),
1146850057,2020-03-30T23:14:54.8974871,,Photos,klippekort gyldendal,Klippekort,,Midsection Of Woman Measuring Waist At Home,"",EyeEm,EyeEm,6016 x 4016 px (50.94 x 34.00 cm) - 300 dpi - RGB,,Senit YF HO (C.E),
580492825,2020-03-30T23:14:54.8877884,,Photos,klippekort gyldendal,Klippekort,,Fresh carrots in garden,"",Tetra images,Tetra images RF,5100 x 3400 px (43.18 x 28.79 cm) - 300 dpi - RGB,,Senit YF HO (C.E),
1208916340,2020-03-30T01:01:44.9473878,,Photos,klippekort gyldendal,Klippekort,,President Trump Holds Press Conference With CDC Officials On Coronavirus,"WASHINGTON, DC - FEBRUARY 26: U.S. President Donald Trump speaks at the beginning of a new conference with members of the coronavirus task force, including Vice President Mike Pence in the Brady Press Briefing Room at the White House February 26, 2020 in Washington, DC. Trump updated the American people about what his administration's 'whole of government' response to the global coronavirus outbreak.  (Photo by Tasos Katopodis/Getty Images)",Getty Images News,Getty Images North America,6263 x 4175 px (53.03 x 35.35 cm) - 300 dpi - RGB,,Pilot Vg1 (C.E),
1093088338,2020-03-29T13:39:41.5404759,,Photos,klippekort gyldendal,Klippekort,,French Police Braced For Continuing Gilets Jaunes Protests,"PARIS, FRANCE - JANUARY 12: A Gilets Jaunes walks past the 9 metre mural by street artist Pascal Boyart, a homage to the ‘Gilets Jaunes’ or ‘Yellow Vest’ movement, presenting a contempory version of the 19th Century famous painting ""La Liberté guidant le peuple"", by  Eugène Delacroix, on January 12, 2019 in Paris, France.  Tens of thousands of french police are on duty again this weekend as the Gilets Jaunes protests continue across France.  This Saturday is ""Acte 9"" the ninth consecutive Yellow Vest protest and leaders maintain that they are against violence. (Photo by Kiran Ridley/Getty Images)",Getty Images News,Getty Images Europe,4698 x 3132 px (39.78 x 26.52 cm) - 300 dpi - RGB,,"Relevans 8, LA",
135382053,2020-03-29T13:39:13.4075393,,Photos,klippekort gyldendal,Klippekort,,Blue toolbox,"",STOCK4B-RF,STOCK4B-RF,4959 x 3472 px (41.99 x 29.40 cm) - 300 dpi - RGB,,"Relevans 8, LA",
699095821,2020-03-29T13:38:38.8704507,,Photos,klippekort gyldendal,Klippekort,,Portrait of happy multi-ethnic friends and family standing against hedge in yard,"""""",Maskot,Maskot,5700 x 3800 px (48.26 x 32.17 cm) - 300 dpi - RGB,,"Relevans 8, LA",
1173559048,2020-03-29T13:38:14.3167396,,Photos,klippekort gyldendal,Klippekort,,Portrait of smiling father and adult son scratching their beards,"",Westend61,Westend61,6720 x 4480 px (56.90 x 37.93 cm) - 300 dpi - RGB,,"Relevans 8, LA",
106930247,2020-03-29T13:37:46.6298803,,Photos,klippekort gyldendal,Klippekort,,mom and daughter having breakfast  ,"",The Image Bank,The Image Bank RF,5130 x 3420 px (43.43 x 28.96 cm) - 300 dpi - RGB,,"Relevans 8, LA",
1165611846,2020-03-29T13:37:15.5666246,,Photos,klippekort gyldendal,Klippekort,,Young female soccer players with arms around each other huddled together before game,"",DigitalVision,Digital Vision,5500 x 3667 px (46.57 x 31.05 cm) - 300 dpi - RGB,,"Relevans 8, LA",
530194263,2020-03-29T13:36:50.2549023,,Photos,klippekort gyldendal,Klippekort,,Portrait Of Thomas Jefferson,"Portrait of Thomas Jefferson by Rembrandt Peale (American, 1778-1860) (oil on canvas from the White House collection, Washington DC), 1853. (Photo by GraphicaArtis/Getty Images)",Archive Photos,Archive Photos,3677 x 4388 px (31.13 x 37.15 cm) - 300 dpi - RGB,,"Relevans 8, LA",
1076614034,2020-03-29T13:36:21.256041,,Photos,klippekort gyldendal,Klippekort,,France's 'Yellow Vest' Protesters Return to Champs-Elysees,"PARIS, FRANCE - DECEMBER 01:  Teargas surrounds riot police as they clash with protesters during a 'Yellow Vest' demonstration near the Arc de Triomphe on December 1, 2018 in Paris, France. The third 'Yellow Vest' (gilets jaunes) rally in Paris over increased fuel taxes and leadership in the government today caused over 150 arrests in the city with reports of injuries to protesters and security forces from violence that irrupted from the clashes.  (Photo by Veronique de Viguerie/Getty Images)",Getty Images News,Getty Images Europe,5167 x 3383 px (43.75 x 28.64 cm) - 300 dpi - RGB,,"Relevans 8, LA",
72564070,2020-03-29T13:35:21.7614601,,Photos,klippekort gyldendal,Klippekort,,Prisoners Live In Cells Of Human Misery In Overcrowded Manila Jail,"NAVOTAS, PHILIPPINES - JULY 17:  Inmates stand on the bars of an overcrowded jail cell at the Navotas Municipal jail July 17, 2005 in Navotas, Manila, Philippines. Economic woes have lead to an increased crime wave causing a humanitarian crisis inside the outdated and overcrowded detention center. There are 492 prisoners awaiting trial in a jail built for less than 100 prisoners who don't have the ability to pay their bail.  (Photo by Paula Bronstein/Getty Images)",Getty Images News,Getty Images AsiaPac,3000 x 2000 px (25.40 x 16.93 cm) - 300 dpi - RGB,,"Relevans 8, LA",
96168826,2020-03-29T13:34:39.9596557,,Illustrations,klippekort gyldendal,Klippekort,,Illustration of man driving train as another stokes the engine,"",Dorling Kindersley RF,Dorling Kindersley RF,3757 x 4463 px (31.81 x 37.79 cm) - 300 dpi - RGB,,"Relevans 8, LA",
535781387,2020-03-29T13:33:58.7922554,,Photos,klippekort gyldendal,Klippekort,,"England, children's work in coal mines, in ""Le Magasin pittoresque""","England, children's work in coal mines, in ""Le Magasin pittoresque"", 19th century. (Photo by: Photo12/Universal Images Group via Getty Images)",Universal Images Group,Universal Images Group Editorial,4232 x 2362 px (35.83 x 20.00 cm) - 300 dpi - RGB,,"Relevans 8, LA",
109757688,2020-03-29T13:33:10.2811748,,Photos,klippekort gyldendal,Klippekort,,Colourful silk,"Cambodian silk shawls at Central Market, Phnom Penh, Cambodia",Moment,Moment RF,1496 x 2256 px (12.67 x 19.10 cm) - 300 dpi - RGB,,"Relevans 8, LA",
538219274,2020-03-29T13:32:37.4513382,,Photos,klippekort gyldendal,Klippekort,,Statue depicting a slave in Ouidah,"",The Image Bank Unreleased,The Image Bank Unreleased,3456 x 5184 px (29.26 x 43.89 cm) - 300 dpi - RGB,,"Relevans 8, LA",
118365500,2020-03-29T13:30:28.7318355,,Photos,klippekort gyldendal,Klippekort,,"In 2000, a group of young Aboriginal boys from Broken Hill","In 2000, a group of young Aboriginal boys from Broken Hill danced on a desert hilltop to welcome the Olympic flame. Nicholas Bugmy, 20, is photographed at the site of the dance on the outskirts of Broken Hill. Since 2000, he has left school and spent time in jail for the death of a man he attacked in a drunken fight. (Photo by Kate Geraghty/The Sydney Morning Herald/Fairfax Media via Getty Images via Getty Images)",Fairfax Media,Fairfax Media,3888 x 2592 px (49.38 x 32.92 cm) - 200 dpi - RGB,,"Relevans 8, LA",
608355209,2020-03-29T13:29:58.4967768,,Photos,klippekort gyldendal,Klippekort,,Children looking through rubbish on landfill site,"Calcutta (Kolkata), India - February 20, 2012 : Dhapa is an area that consists of landfill sites where the solid wastes of the city of Kolkata are dumped. There are four sectors in Dhapa for dumping garbage that are filled with 2,500 tons of waste per day.  Slum dwellers scavenge here daily for useful items that can be resold.",The Image Bank Unreleased,The Image Bank Unreleased,5130 x 3413 px (43.43 x 28.90 cm) - 300 dpi - RGB,,"Relevans 8, LA",
2141922,2020-03-29T13:29:23.7605408,,Photos,klippekort gyldendal,Klippekort,,UNFPA Declares July 11 World Population Day,"BEIJING, CHINA - JULY 7: Chinese cyclists ride down a busy central street July 7, 2003 in Beijing, China.  In an effort to control the rapid growth of China's population, the government implemented a single-child policy in the 1970s, aiming to keep the population below 1.6 billion by 2050 with zero population growth. China now has nearly 1.3 billion people, making it the most populated country in the world. The United Nations Population Fund had declared July 11 World Population Day, focusing on the concerns of the nearly 3 billion people under the age of 25.  (Photo by Natalie Behring-Chisholm/Getty Images)",Getty Images News,Getty Images Europe,3000 x 2003 px (25.40 x 16.96 cm) - 300 dpi - RGB,,"Relevans 8, LA",
1032627232,2020-03-29T13:28:36.4655231,,Photos,klippekort gyldendal,Klippekort,,Close-Up Of Happy Female Friends,"Photo Taken In Tanga, Tanzania",EyeEm,EyeEm,4096 x 2730 px (34.68 x 23.11 cm) - 300 dpi - RGB,,"Relevans 8, LA",
1141323122,2020-03-29T08:19:19.3793592,,Photos,klippekort gyldendal,Klippekort,,"UEFA Champions League""FC Barcelona v Liverpool FC""","(L-R) Gerard Pique of FC Barcelona, Lionel Messi of FC Barcelona during the UEFA Champions League semi final match between FC Barcelona and Liverpool FC at Camp Nou on May 01, 2019 in Barcelona, Spain(Photo by VI Images via Getty Images)",Getty Images Sport,Getty Images Europe,5450 x 3633 px (46.14 x 30.76 cm) - 300 dpi - RGB,,Salto 5A Elevbok (C.E),
763165373,2020-03-26T06:40:25.4066712,,Photos,klippekort gyldendal,Easy-access,,"Nelson Island, South Shetland Islands, Antarctica",Two researchers studying climate change on Antarctica.,National Geographic Image Collection,National Geographic RF,5658 x 3697 px (47.90 x 31.30 cm) - 300 dpi - RGB,,Senit SF (C.E),
78970955,2020-03-26T06:40:25.4038779,,Photos,klippekort gyldendal,Easy-access,,Albert Einstein.,"Volume 2, Page 114, Picture 6, Portrait of German born US physicist and mathematician Albert Einstein (1879-1955), 1944. (Photo by Popperfoto via Getty Images/Getty Images)",Popperfoto,Popperfoto,4175 x 4390 px (35.35 x 37.17 cm) - 300 dpi - RGB,,Senit SF (C.E),
136802495,2020-03-26T06:40:25.4011352,,Photos,klippekort gyldendal,Klippekort,,Close up of bar of chocolate,"",Tetra images,Tetra images RF,5130 x 3420 px (43.43 x 28.96 cm) - 300 dpi - RGB,,Senit SF (C.E),
909214656,2020-03-26T06:40:25.3988309,,Illustrations,klippekort gyldendal,Klippekort,,"DNA strand, illustration","DNA (Deoxyribonucleic acid) strand against a blue background, illustration.",Science Photo Library,Science Photo Library RF,4500 x 4500 px (38.10 x 38.10 cm) - 300 dpi - RGB,,Senit SF (C.E),
537284859,2020-03-26T06:40:25.3970069,,Photos,klippekort gyldendal,Klippekort,,Gang of Lemurs,"A group of lemurs huddled up, ring tailed lemur, Lemur catta.",Moment,Moment RF,4256 x 2832 px (36.03 x 23.98 cm) - 300 dpi - RGB,,Senit SF (C.E),
984440444,2020-03-26T06:40:25.3951858,,Photos,klippekort gyldendal,Klippekort,,Sunset over field,"",500px Prime,500px Prime,7358 x 4909 px (62.30 x 41.56 cm) - 300 dpi - RGB,,Senit SF (C.E),
1167759061,2020-03-26T06:40:25.3932616,,Photos,klippekort gyldendal,Klippekort,,"Hike in Daisetsuzan national park, Hokkaido prefecture, Japan","",Photononstop,Photononstop RF,6016 x 4016 px (50.94 x 34.00 cm) - 300 dpi - RGB,,Senit SF (C.E),
107081132,2020-03-26T06:40:25.391451,,Photos,klippekort gyldendal,Klippekort,,White Boat in Oil Covered Water of Gulf of Mexico,Aerial view from a seaplane. small white boat is seen floating atop oil covered waters of the Gulf of Mexico. the ocean water is a deep blue and teal color.  ,Moment,Moment RF,5616 x 3744 px (47.55 x 31.70 cm) - 300 dpi - RGB,,Senit SF (C.E),
200439961-001,2020-03-26T06:40:25.3893017,,Photos,klippekort gyldendal,Klippekort,,Model of embryo in womb,"",Photographer's Choice RF,Photographer's Choice RF,3768 x 4778 px (31.90 x 40.45 cm) - 300 dpi - RGB,,Senit SF (C.E),
1036249244,2020-03-26T06:40:25.3871481,,Photos,klippekort gyldendal,Klippekort,,Silhouette People On Land Against Star Field At Night,"",EyeEm,EyeEm,5616 x 3744 px (47.55 x 31.70 cm) - 300 dpi - RGB,,Senit SF (C.E),
670770408,2020-03-26T06:40:25.3851959,,Photos,klippekort gyldendal,Klippekort,,Distant view of person surfing in winter,surfer in cold scenery,foap,foap,4928 x 2853 px (41.72 x 24.16 cm) - 300 dpi - RGB,,Senit SF (C.E),
1126645273,2020-03-26T06:40:25.3831832,,Photos,klippekort gyldendal,Klippekort,,Smart city and network communication concept,Hong Kong smart city with Network and Communication concept,Moment,Moment RF,8660 x 5773 px (73.32 x 48.88 cm) - 300 dpi - RGB,,Senit SF (C.E),
910089586,2020-03-26T06:40:25.3811526,,Photos,klippekort gyldendal,Klippekort,,Cropped Portrait Of Female Friends,"",EyeEm,EyeEm,3456 x 4020 px (29.26 x 34.04 cm) - 300 dpi - RGB,,Senit SF (C.E),
1136552388,2020-03-26T06:40:25.3777194,,Photos,klippekort gyldendal,Klippekort,,Southern Cassowary,A cassowary roaming in a rainforest area.,Moment,Moment RF,3504 x 1971 px (29.67 x 16.69 cm) - 300 dpi - RGB,,Senit SF (C.E),
1137319270,2020-03-26T06:40:25.3751083,,Photos,klippekort gyldendal,Klippekort,,Presentation Of A 3d Live Heart Printed From  Human Tissue At TA University,"TEL AVIV, ISRAEL - APRIL 15:  A 3D printed heart made from human tissue is processed in Prof. Tal Dvir's laboratory in Tel Aviv University on April 15, 2019 in Tel Aviv, Israel.  Israeli scientists in Tel Aviv have created a human heart that completely matches all the anatomical properties of a human patient, using a 3D printer. This is believed to be the first time an entire heart with cells, blood vessels, ventricles and chambers has been reproduced in this way.  (Photo by Amir Levy/Getty Images)",Getty Images News,Getty Images Europe,5760 x 3840 px (48.77 x 32.51 cm) - 300 dpi - RGB,,Senit SF (C.E),
930104914,2020-03-26T06:40:25.3731296,,Photos,klippekort gyldendal,Klippekort,,Assisted Reproductive Technology,"Reproductive biology service, Nice, France, In Assisted Reproductive Technology, ART, lab, Embryonic vitrification: transferring the embryos to the vial. (Photo by: BSIP/Universal Images Group via Getty Images)",Universal Images Group,Universal Images Group Editorial,4928 x 3280 px (41.72 x 27.77 cm) - 300 dpi - RGB,,Senit SF (C.E),
1134518597,2020-03-26T06:40:25.3711253,,Photos,klippekort gyldendal,Klippekort,,Lava flowing into water,"",Cultura,Cultura RF,5249 x 3499 px (44.44 x 29.62 cm) - 300 dpi - RGB,,Senit SF (C.E),
1132602852,2020-03-26T06:40:25.3692761,,Photos,klippekort gyldendal,Klippekort,,Cropped Hand Of Mother Feeding Banana To Cute Son,"",EyeEm,EyeEm,1920 x 1280 px (16.26 x 10.84 cm) - 300 dpi - RGB,,Senit SF (C.E),
485206771,2020-03-26T06:40:25.3673323,,Photos,klippekort gyldendal,Klippekort,,Female scientist examining DNA gel in laboratory for genetic research,"",Cultura,Cultura RF,5500 x 4125 px (46.57 x 34.92 cm) - 300 dpi - RGB,,Senit SF (C.E),
459419138,2020-03-26T06:40:25.3654219,,Photos,klippekort gyldendal,Klippekort,,Deforestation In Brazil's Amazon Skyrockets After Years Of Decline,"ZE DOCA, BRAZIL - NOVEMBER 22:  A fire burns trees next to grazing land in the Amazon basin on November 22, 2014 in Ze Doca, Brazil. Fires are often set by ranchers to clear shrubs and forest for grazing land in the Amazon basin. The non-governmental group Imazon recently warned that deforestation in the Brazilian Amazon skyrocketed 450 percent in October of this year compared with the same month last year. The United Nations climate change conference begins December 1 in neighboring Peru.  (Photo by Mario Tama/Getty Images)",Getty Images News,Getty Images South America,3000 x 1786 px (25.40 x 15.12 cm) - 300 dpi - RGB,,Senit SF (C.E),
501924933,2020-03-26T06:40:25.3635191,,Photos,klippekort gyldendal,Klippekort,,"Germany, Hesse, Kronberg, Bumblebee at white blossom of apple tree","",Westend61,Westend61,6000 x 4000 px (50.80 x 33.87 cm) - 300 dpi - RGB,,Senit SF (C.E),
521328334,2020-03-26T06:40:25.3614106,,Photos,klippekort gyldendal,Klippekort,,Halibut,"Halibut at Sola restaurant, Sola Strand Hotel, Norway",Corbis Documentary,Corbis Documentary RF,5120 x 3427 px (43.35 x 29.02 cm) - 300 dpi - RGB,,Senit SF (C.E),
1136840157,2020-03-26T06:40:25.3593283,,Photos,klippekort gyldendal,Klippekort,,Taking a Selfie,Young female adult taking a selfie on the city streets of Newcastle with her mother and best friend.,Moment,Moment RF,5472 x 3648 px (46.33 x 30.89 cm) - 300 dpi - RGB,,Senit SF (C.E),
684150543,2020-03-26T06:40:25.3523749,,Photos,klippekort gyldendal,Klippekort,,A 7 years old girl doing her homework with her dad,"",DigitalVision,Digital Vision,6732 x 4488 px (57.00 x 38.00 cm) - 300 dpi - RGB,,Senit SF (C.E),
1198025914,2020-03-25T14:21:20.2701604,,Photos,klippekort gyldendal,Klippekort,,Shark infested waters,Conceptual image of shark infested waters,Moment,Moment RF,4000 x 3549 px (33.87 x 30.05 cm) - 300 dpi - RGB,,Salto 5A Elevbok (C.E),
157581236,2020-03-25T14:09:06.6190049,,Photos,klippekort gyldendal,Klippekort,,Cute girl with hat making a funny face on beach.,"A cute young girl with a panama hat is making a funny face on the beach. She is wearing a royal blue cardigan on a white t-shirt. Hair is mid-long and eyes very blue. This was taken in Clearwater, Florida, Shallow DOP, focus on the face. Horizontal with copy space.",E+,E Plus,4256 x 2832 px (36.03 x 23.98 cm) - 300 dpi - RGB,,Salto 5A Elevbok (C.E),
79324180,2020-03-25T12:43:40.100795,,Illustrations,klippekort gyldendal,Klippekort,,"Elephant holding camera and parrot holding microphone, interviewing, front view, purple background","",amana images,amana images RF,3851 x 5445 px (32.61 x 46.10 cm) - 300 dpi - RGB,,Salto 5A Elevbok (C.E),
605384999,2020-03-25T12:22:00.5193949,,Photos,klippekort gyldendal,Klippekort,,Woman reading book with friendly monsters popping up,"",RooM,RooM RF,5032 x 3354 px (42.60 x 28.40 cm) - 300 dpi - RGB,,Salto 5A Elevbok (C.E),
996887618,2020-03-25T04:33:11.7963405,,Photos,klippekort gyldendal,Klippekort,,11 year old girl holding soccer ball looking through soccer goal net,"",DigitalVision,Digital Vision,5616 x 3744 px (47.55 x 31.70 cm) - 300 dpi - RGB,,Salto 5A Elevbok (C.E),
908007556,2020-03-24T01:17:02.5193162,,Photos,klippekort gyldendal,Klippekort,,A Jack Russell running in a park,A Jack Russell running in a park,Moment,Moment RF,4000 x 2667 px (33.87 x 22.58 cm) - 300 dpi - RGB,,Salto 5A Elevbok (C.E),
1181130654,2020-03-23T03:28:05.4975397,,Photos,klippekort gyldendal,Klippekort,,"Premiere Of HBO's ""Watchmen"" - Arrivals","LOS ANGELES, CALIFORNIA - OCTOBER 14: (EDITOR""S NOTE: Image converted to black and white.) Regina King attends the Premiere Of HBO's ""Watchmen"" at The Cinerama Dome on October 14, 2019 in Los Angeles, California. (Photo by Frazer Harrison/Getty Images)",Getty Images Entertainment,Getty Images North America,5568 x 3712 px (47.14 x 31.43 cm) - 300 dpi - RGB,,E1 (C.E),
1201723360,2020-03-22T09:10:26.080957,,Photos,klippekort gyldendal,Klippekort,,Tulsa Race Riots,"Photo shows the aftermath of the white mobs that attacked black residents and businesses of the Greenwood District in Tulsa, Oklahoma.  (Photo by Bettmann Archive/Getty Images)",Bettmann,Bettmann,6141 x 4890 px (51.99 x 41.40 cm) - 300 dpi - RGB,,E1 (C.E),
1153344905,2020-03-22T09:07:20.2605259,,Photos,klippekort gyldendal,Klippekort,,Denver Pop Culture Con 2019,"DENVER, COLORADO - JUNE 02: A fan cosplays as Rorschach from ""The Watchmen"" at the Denver Pop Culture Con at Colorado Convention Center on June 02, 2019 in Denver, Colorado. (Photo by Thomas Cooper/Getty Images)",Getty Images Entertainment,Getty Images North America,2400 x 3600 px (20.32 x 30.48 cm) - 300 dpi - RGB,,E1 (C.E),
937440736,2020-03-18T10:30:24.1864938,,Photos,klippekort gyldendal,Klippekort,,"March For Our Lives In Washington, DC","WASHINGTON, DC - MARCH 24:  Emma Gonzalez poses onstage at March For Our Lives on March 24, 2018 in Washington, DC.  (Photo by Kevin Mazur/Getty Images for March For Our Lives)",Getty Images Entertainment,Getty Images North America,1997 x 3000 px (16.91 x 25.40 cm) - 300 dpi - RGB,,E1 (C.E),
474524274,2020-03-18T09:53:34.1209932,,Photos,klippekort gyldendal,Klippekort,,Ireland Holds Referendum On Same Sex Marriage Law,"DUBLIN, IRELAND - MAY 23:  People celebrate a landslide victory of a Yes vote after a referendum on same sex marriage was won by popular ballot vote by a margin of around two-to-one at Dublin Castle on May 23, 2015 in Dublin, Ireland. Voters in the Republic of Ireland chose in favour of amending the country's constitution to allow gay and lesbian couples to marry, the first country in the world to legalise same-sex marriage through a popular vote.  (Photo by Clodagh Kilcoyne/Getty Images)",Getty Images News,Getty Images Europe,6048 x 4032 px (51.21 x 34.14 cm) - 300 dpi - RGB,,E1 (C.E),
528786910,2020-03-18T09:45:00.1267072,,Photos,klippekort gyldendal,Klippekort,,David Brooks speaking at Book Expo America,New York Times columnist David Brooks speaking at the Book Expo America in New York. Brooks was talking with Jon Meacham regarding his biography of Thomas Jefferson. (Photo by James Leynse/Corbis via Getty Images),Corbis News,Corbis News,5616 x 3744 px (47.55 x 31.70 cm) - 300 dpi - RGB,,E1 (C.E),
98478839,2020-03-17T11:21:32.0047051,,Photos,klippekort gyldendal,Klippekort,,African American man kissing wife,"",DigitalVision,Digital Vision,5130 x 3420 px (43.43 x 28.96 cm) - 300 dpi - RGB,,Refleks 2 Elevbok (C.E),
726800999,2020-03-17T09:03:28.2541397,,Photos,klippekort gyldendal,Klippekort,,Common blue on blossom bud at backlight,"",Westend61,Westend61,5315 x 3543 px (45.00 x 30.00 cm) - 300 dpi - RGB,,Refleks 5 Naturfag (C.E),
99311091,2020-03-17T07:56:36.6681814,,Illustrations,klippekort gyldendal,Klippekort,,"Earth, artwork","Earth and a bright star, artwork.",Brand X Pictures,Brand X,5000 x 4500 px (42.33 x 38.10 cm) - 300 dpi - RGB,,Refleks 5 Naturfag (C.E),
96392679,2020-03-17T07:41:09.1464001,,Photos,klippekort gyldendal,Klippekort,,teacher and pupils at the wood,Ascholding,Cultura,Cultura RF,5195 x 3463 px (43.98 x 29.32 cm) - 300 dpi - RGB,,Refleks 5 Naturfag (C.E),
1160444075,2020-03-16T05:30:56.6416926,,Photos,klippekort gyldendal,Klippekort,,Pride In London 2019,"LONDON, ENGLAND - JULY 06:  Parade goers pose for a picture during Pride in London 2019 on July 06, 2019 in London, England. (Photo by Kate McShane/Getty Images for Pride in London)",Getty Images Entertainment,Getty Images Europe,3230 x 4844 px (27.35 x 41.01 cm) - 300 dpi - RGB,,E1 (C.E),
521872480,2020-03-15T23:43:52.4072589,,Photos,klippekort gyldendal,Klippekort,,Big Ben seen from Whitehall,"",The Image Bank,The Image Bank RF,3744 x 5616 px (31.70 x 47.55 cm) - 300 dpi - RGB,,E1 (C.E),
73190436,2020-03-15T23:40:48.1774015,,Photos,klippekort gyldendal,Klippekort,,Government Unveils Respect Zones To Combat Anti Social Behavior,"BRISTOL, UNITED KINGDOM - FEBRUARY 1: Young people in hooded tops are seen on the Southmead housing estate, February 1, 2007, Bristol, England. Bristol City Council is one of 40 local authorities in England and Wales to be declared a 'Respect' zone on the basis of indexes such as deprivation, high levels of antisocial behaviour, truancy and school exclusion levels. (Photo by Matt Cardy/Getty Images)",Getty Images News,Getty Images Europe,2537 x 1711 px (21.48 x 14.49 cm) - 300 dpi - RGB,,E1 (C.E),
549792615,2020-03-15T23:39:26.6242482,,Photos,klippekort gyldendal,Klippekort,,Commuters rushing to work across Reuters Square,Commuters heading to work by crossing Reuters Squar at Canary Wharf.,Stone,Stone RF,5577 x 3137 px (47.22 x 26.56 cm) - 300 dpi - RGB,,E1 (C.E),
922199128,2020-03-15T23:37:02.6944867,,Photos,klippekort gyldendal,Klippekort,,Students From A Maryland High School Organize Walkout And March On Capitol Demanding Gun Control Action From Congress,"SILVER SPRING, MD - FEBRUARY 21:  Students from Montgomery Blair High School march down Colesville Road in support of gun reform legislation February 21, 2018 in Silver Spring, Maryland. In the wake of last week's shooting in Parkland, Florida, where 17 people were killed, the students planned to take public transportation to the U.S. Capitol to hold a rally demanding legislation to curb gun violence in schools.  (Photo by Win McNamee/Getty Images)",Getty Images News,Getty Images North America,3000 x 2005 px (25.40 x 16.98 cm) - 300 dpi - RGB,,E1 (C.E),
